anchor_id,pos_id,neg_id,anchor_Average Memory Usage Percentage,anchor_InnoDB Buffer Pool Cache Hit Rate,anchor_InnoDB Dirty Buffer Pages,anchor_Current QPS (Queries Per Second),anchor_Max CPU Usage (100 - Idle),anchor_InnoDB Rows Deleted (60s Rate),anchor_InnoDB Rows Inserted (60s Rate),anchor_InnoDB Rows Read (60s Rate),anchor_InnoDB Rows Updated (60s Rate),anchor_Average Disk IOPS (Read),anchor_Average Disk IOPS (Write),pos_Average Memory Usage Percentage,pos_InnoDB Buffer Pool Cache Hit Rate,pos_InnoDB Dirty Buffer Pages,pos_Current QPS (Queries Per Second),pos_Max CPU Usage (100 - Idle),pos_InnoDB Rows Deleted (60s Rate),pos_InnoDB Rows Inserted (60s Rate),pos_InnoDB Rows Read (60s Rate),pos_InnoDB Rows Updated (60s Rate),pos_Average Disk IOPS (Read),pos_Average Disk IOPS (Write),neg_Average Memory Usage Percentage,neg_InnoDB Buffer Pool Cache Hit Rate,neg_InnoDB Dirty Buffer Pages,neg_Current QPS (Queries Per Second),neg_Max CPU Usage (100 - Idle),neg_InnoDB Rows Deleted (60s Rate),neg_InnoDB Rows Inserted (60s Rate),neg_InnoDB Rows Read (60s Rate),neg_InnoDB Rows Updated (60s Rate),neg_Average Disk IOPS (Read),neg_Average Disk IOPS (Write)
12c16g_64-1000000-4-oltp_read_only-0.6,88c190g_64-1000000-4-oltp_read_only-0.6,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.0002205882359623,0.3699771441999484,0.0,0.3838539482463092,0.4551038120102078,0.0,0.0,0.4228099745242433,0.0,0.9318301099264404,0.0005476550686823,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-0.6,88c190g_64-1000000-4-oltp_read_only-0.6,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.0002205882359623,0.3699771441999484,0.0,0.3838539482463092,0.4551038120102078,0.0,0.0,0.4228099745242433,0.0,0.9318301099264404,0.0005476550686823,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-0.6,88c190g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.0002205882359623,0.3699771441999484,0.0,0.3838539482463092,0.4551038120102078,0.0,0.0,0.4228099745242433,0.0,0.9318301099264404,0.0005476550686823,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
12c16g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.4304171004154062,0.3709789618386825,0.0,0.3298656173229035,0.7012739231716969,0.0,0.0,0.3722251669044946,0.0,0.8167698370877022,6.663611505265129e-05,0.4460612143887637,0.9556060445711988,0.9240173284892652,0.2658315484876106,0.5180808687676491,0.948271780454503,0.9482703684224668,0.0556247922417142,0.9683310933967052,0.1392150177700636,0.832658557115436
12c16g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_only-0.6,24c32g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.4304171004154062,0.3709789618386825,0.0,0.3298656173229035,0.7012739231716969,0.0,0.0,0.3722251669044946,0.0,0.8167698370877022,6.663611505265129e-05,0.1517911449718514,0.9464349309450916,0.9645761616760756,0.1640520165118624,0.1478514364550145,0.6598969376904267,0.6598960672683556,0.0383062195906986,0.6739284354667527,0.0853146437722126,0.5258833357041778
12c16g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_only-0.6,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.4304171004154062,0.3709789618386825,0.0,0.3298656173229035,0.7012739231716969,0.0,0.0,0.3722251669044946,0.0,0.8167698370877022,6.663611505265129e-05,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_only-0.6,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.4304171004154062,0.3709789618386825,0.0,0.3298656173229035,0.7012739231716969,0.0,0.0,0.3722251669044946,0.0,0.8167698370877022,6.663611505265129e-05,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.4304171004154062,0.3709789618386825,0.0,0.3298656173229035,0.7012739231716969,0.0,0.0,0.3722251669044946,0.0,0.8167698370877022,6.663611505265129e-05,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
12c16g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.4460612143887637,0.9556060445711988,0.9240173284892652,0.2658315484876106,0.5180808687676491,0.948271780454503,0.9482703684224668,0.0556247922417142,0.9683310933967052,0.1392150177700636,0.832658557115436
12c16g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_only-1.0,24c32g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.1517911449718514,0.9464349309450916,0.9645761616760756,0.1640520165118624,0.1478514364550145,0.6598969376904267,0.6598960672683556,0.0383062195906986,0.6739284354667527,0.0853146437722126,0.5258833357041778
12c16g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_only-1.0,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3182097435504316,0.3696743414416978,0.0,0.3239084880162879,0.5005229543528512,0.0,0.0,0.366657566138987,0.0,0.8057721712538228,5.646134223573748e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
12c16g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.4460612143887637,0.9556060445711988,0.9240173284892652,0.2658315484876106,0.5180808687676491,0.948271780454503,0.9482703684224668,0.0556247922417142,0.9683310933967052,0.1392150177700636,0.832658557115436
12c16g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_only-1.0,24c32g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.1517911449718514,0.9464349309450916,0.9645761616760756,0.1640520165118624,0.1478514364550145,0.6598969376904267,0.6598960672683556,0.0383062195906986,0.6739284354667527,0.0853146437722126,0.5258833357041778
12c16g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_only-1.0,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.2058151420586614,0.8094719882570871,0.0,0.6214412778040159,0.3678483209835134,0.0,0.0,0.6453830929283482,0.0,0.404449489627242,0.0001103290539094,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0584267808190651,0.8194232461580775,0.0,0.7028953967957886,0.3103678483258996,0.0,0.0,0.7216826918252914,0.0,0.4489474853293661,3.1522586831259795e-05,0.4460612143887637,0.9556060445711988,0.9240173284892652,0.2658315484876106,0.5180808687676491,0.948271780454503,0.9482703684224668,0.0556247922417142,0.9683310933967052,0.1392150177700636,0.832658557115436
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-1.0,24c32g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0584267808190651,0.8194232461580775,0.0,0.7028953967957886,0.3103678483258996,0.0,0.0,0.7216826918252914,0.0,0.4489474853293661,3.1522586831259795e-05,0.1517911449718514,0.9464349309450916,0.9645761616760756,0.1640520165118624,0.1478514364550145,0.6598969376904267,0.6598960672683556,0.0383062195906986,0.6739284354667527,0.0853146437722126,0.5258833357041778
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-1.0,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0584267808190651,0.8194232461580775,0.0,0.7028953967957886,0.3103678483258996,0.0,0.0,0.7216826918252914,0.0,0.4489474853293661,3.1522586831259795e-05,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0584267808190651,0.8194232461580775,0.0,0.7028953967957886,0.3103678483258996,0.0,0.0,0.7216826918252914,0.0,0.4489474853293661,3.1522586831259795e-05,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0584267808190651,0.8194232461580775,0.0,0.7028953967957886,0.3103678483258996,0.0,0.0,0.7216826918252914,0.0,0.4489474853293661,3.1522586831259795e-05,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
12c16g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.4318580880165224,0.8197306215079045,0.0,0.721425270416805,0.6010859647924359,0.0,0.0,0.7390406658604018,0.0,0.4598541201752212,6.184811340310465e-05,0.4460612143887637,0.9556060445711988,0.9240173284892652,0.2658315484876106,0.5180808687676491,0.948271780454503,0.9482703684224668,0.0556247922417142,0.9683310933967052,0.1392150177700636,0.832658557115436
12c16g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_only-1.0,24c32g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.4318580880165224,0.8197306215079045,0.0,0.721425270416805,0.6010859647924359,0.0,0.0,0.7390406658604018,0.0,0.4598541201752212,6.184811340310465e-05,0.1517911449718514,0.9464349309450916,0.9645761616760756,0.1640520165118624,0.1478514364550145,0.6598969376904267,0.6598960672683556,0.0383062195906986,0.6739284354667527,0.0853146437722126,0.5258833357041778
12c16g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_only-1.0,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.4318580880165224,0.8197306215079045,0.0,0.721425270416805,0.6010859647924359,0.0,0.0,0.7390406658604018,0.0,0.4598541201752212,6.184811340310465e-05,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.4318580880165224,0.8197306215079045,0.0,0.721425270416805,0.6010859647924359,0.0,0.0,0.7390406658604018,0.0,0.4598541201752212,6.184811340310465e-05,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-1.0,8c12g_64-1000000-4-oltp_read_only-1.0,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.4318580880165224,0.8197306215079045,0.0,0.721425270416805,0.6010859647924359,0.0,0.0,0.7390406658604018,0.0,0.4598541201752212,6.184811340310465e-05,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-0.6,8c12g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0582323364364493,0.3696857171566003,0.0,0.314896284919145,0.3508689943730603,0.0,0.0,0.3582170249469273,0.0,0.7862480886850153,5.227163132778524e-05,0.4460612143887637,0.9556060445711988,0.9240173284892652,0.2658315484876106,0.5180808687676491,0.948271780454503,0.9482703684224668,0.0556247922417142,0.9683310933967052,0.1392150177700636,0.832658557115436
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-0.6,24c32g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0582323364364493,0.3696857171566003,0.0,0.314896284919145,0.3508689943730603,0.0,0.0,0.3582170249469273,0.0,0.7862480886850153,5.227163132778524e-05,0.1517911449718514,0.9464349309450916,0.9645761616760756,0.1640520165118624,0.1478514364550145,0.6598969376904267,0.6598960672683556,0.0383062195906986,0.6739284354667527,0.0853146437722126,0.5258833357041778
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-0.6,12c16g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0582323364364493,0.3696857171566003,0.0,0.314896284919145,0.3508689943730603,0.0,0.0,0.3582170249469273,0.0,0.7862480886850153,5.227163132778524e-05,0.3312843802828358,0.9566314368833746,0.9377720816430288,0.2696790540912986,0.3793755702428986,0.958883845680379,0.958883740452252,0.0563170664181612,0.9797374659683448,0.1417227146871642,0.8532272445328762
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-0.6,32c64g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0582323364364493,0.3696857171566003,0.0,0.314896284919145,0.3508689943730603,0.0,0.0,0.3582170249469273,0.0,0.7862480886850153,5.227163132778524e-05,0.0617132702414961,0.9577615319725528,1.0,0.1615743992930291,0.1076395843172799,0.6528384363295281,0.6528452257101068,0.0378970750115903,0.6667659256610217,0.0812264959914042,0.5238333700099297
12c16g_64-1000000-4-oltp_read_only-1.0,32c64g_64-1000000-4-oltp_read_only-0.6,16c24g_64-1000000-4-oltp_read_write_5-1.0,0.3186263654490184,0.8200789284800916,0.0,0.7444126281087075,0.466275007225628,0.0,0.0,0.760581732220387,0.0,0.4759223386230268,3.43157274365613e-05,0.0582323364364493,0.3696857171566003,0.0,0.314896284919145,0.3508689943730603,0.0,0.0,0.3582170249469273,0.0,0.7862480886850153,5.227163132778524e-05,0.2119857050398332,0.9521379579300904,0.9953903676478376,0.1236625783887925,0.1961857711906543,0.5459000932858501,0.5459053293357237,0.0314174990375357,0.5567016404411426,0.0612431812546491,0.4202954384622245
